age,job,contact,duration,y
29.0,admin.,cellular,245.0,0
32.0,technician,cellular,109.0,0
42.0,entrepreneur,telephone,291.0,1
32.0,technician,cellular,322.0,0
53.0,admin.,cellular,18.0,0
37.0,blue-collar,cellular,2053.0,0
45.0,blue-collar,telephone,103.0,0
58.0,retired,cellular,127.0,0
49.0,blue-collar,cellular,60.0,0
56.0,management,cellular,302.0,0
35.0,blue-collar,cellular,145.0,0
31.0,blue-collar,telephone,157.0,0
50.0,technician,cellular,129.0,0
33.0,blue-collar,cellular,686.0,1
54.0,entrepreneur,cellular,150.0,0
37.0,services,cellular,279.0,0
29.0,admin.,cellular,479.0,0
34.0,technician,cellular,36.0,0
36.0,blue-collar,cellular,210.0,0
52.0,blue-collar,cellular,156.0,0
54.0,technician,cellular,687.0,1
37.0,admin.,telephone,309.0,0
30.0,management,telephone,95.0,0
44.0,services,telephone,227.0,0
30.0,management,telephone,691.0,1
49.0,blue-collar,telephone,67.0,0
36.0,blue-collar,cellular,92.0,0
38.0,admin.,telephone,145.0,0
30.0,services,cellular,248.0,0
41.0,technician,telephone,154.0,0
36.0,technician,telephone,297.0,0
37.0,admin.,cellular,153.0,1
32.0,blue-collar,telephone,146.0,0
43.0,admin.,telephone,17.0,0
43.0,admin.,cellular,398.0,0
45.0,admin.,cellular,567.0,0
37.0,unemployed,telephone,3631.0,1
49.0,entrepreneur,telephone,1042.0,1
44.0,services,telephone,188.0,0
31.0,blue-collar,cellular,365.0,0
54.0,self-employed,cellular,89.0,0
46.0,technician,telephone,1135.0,0
48.0,blue-collar,cellular,169.0,0
46.0,housemaid,telephone,220.0,0
37.0,technician,telephone,136.0,0
29.0,admin.,telephone,153.0,0
54.0,retired,cellular,154.0,0
49.0,blue-collar,telephone,133.0,0
35.0,technician,cellular,213.0,0
57.0,technician,telephone,72.0,0
60.0,self-employed,cellular,115.0,0
39.0,blue-collar,cellular,107.0,0
32.0,management,cellular,97.0,0
51.0,admin.,cellular,514.0,0
42.0,technician,telephone,77.0,0
35.0,technician,telephone,149.0,0
48.0,admin.,telephone,149.0,0
41.0,blue-collar,cellular,152.0,0
36.0,technician,cellular,319.0,0
42.0,admin.,cellular,156.0,0
36.0,blue-collar,telephone,104.0,0
34.0,admin.,cellular,1238.0,1
23.0,student,cellular,409.0,1
34.0,services,telephone,160.0,0
41.0,blue-collar,cellular,1240.0,1
50.0,admin.,cellular,430.0,0
31.0,technician,cellular,118.0,0
32.0,blue-collar,telephone,223.0,0
37.0,admin.,cellular,46.0,0
56.0,management,cellular,72.0,0
33.0,blue-collar,telephone,171.0,0
47.0,technician,telephone,59.0,0
38.0,management,cellular,155.0,0
52.0,admin.,cellular,212.0,0
47.0,blue-collar,telephone,224.0,0
32.0,technician,cellular,60.0,0
42.0,management,cellular,44.0,0
27.0,blue-collar,cellular,324.0,0
27.0,technician,telephone,99.0,0
46.0,admin.,telephone,158.0,0
60.0,blue-collar,cellular,26.0,0
38.0,admin.,cellular,201.0,0
55.0,housemaid,cellular,80.0,0
38.0,admin.,telephone,757.0,0
50.0,self-employed,cellular,291.0,0
47.0,technician,telephone,320.0,0
74.0,retired,cellular,180.0,0
39.0,housemaid,cellular,926.0,1
36.0,entrepreneur,cellular,1120.0,1
50.0,entrepreneur,telephone,283.0,0
51.0,technician,telephone,676.0,0
32.0,admin.,telephone,14.0,0
35.0,management,cellular,772.0,0
42.0,self-employed,cellular,97.0,0
41.0,services,cellular,103.0,0
36.0,admin.,cellular,90.0,0
40.0,entrepreneur,cellular,422.0,0
44.0,housemaid,cellular,95.0,0
55.0,blue-collar,cellular,525.0,0
42.0,retired,telephone,129.0,0
29.0,services,cellular,99.0,0
32.0,technician,cellular,147.0,0
34.0,technician,telephone,46.0,0
34.0,admin.,cellular,103.0,0
29.0,technician,cellular,354.0,0
26.0,management,cellular,667.0,1
46.0,blue-collar,telephone,886.0,0
28.0,student,cellular,188.0,0
54.0,housemaid,cellular,77.0,0
25.0,services,telephone,175.0,0
44.0,blue-collar,telephone,194.0,0
39.0,blue-collar,cellular,84.0,0
50.0,management,telephone,81.0,0
27.0,technician,cellular,243.0,0
55.0,blue-collar,cellular,108.0,0
26.0,entrepreneur,cellular,226.0,0
54.0,retired,cellular,377.0,1
38.0,admin.,telephone,114.0,0
43.0,entrepreneur,cellular,255.0,1
26.0,blue-collar,telephone,230.0,1
37.0,admin.,telephone,23.0,0
37.0,admin.,cellular,155.0,0
48.0,management,telephone,1025.0,1
78.0,retired,cellular,75.0,0
39.0,blue-collar,cellular,101.0,0
52.0,blue-collar,cellular,7.0,0
39.0,services,cellular,51.0,0
57.0,admin.,telephone,28.0,0
35.0,technician,cellular,148.0,0
36.0,management,telephone,59.0,0
30.0,admin.,cellular,103.0,0
51.0,services,telephone,141.0,0
41.0,housemaid,telephone,350.0,0
54.0,services,telephone,566.0,0
28.0,student,telephone,168.0,0
44.0,blue-collar,telephone,455.0,0
34.0,blue-collar,telephone,156.0,0
48.0,technician,telephone,251.0,0
32.0,admin.,cellular,247.0,0
52.0,housemaid,cellular,188.0,0
41.0,admin.,cellular,170.0,0
27.0,admin.,telephone,103.0,0
33.0,technician,telephone,46.0,0
33.0,technician,cellular,129.0,0
57.0,entrepreneur,cellular,45.0,0
67.0,retired,cellular,71.0,0
41.0,admin.,cellular,279.0,0
39.0,management,telephone,195.0,0
52.0,entrepreneur,cellular,97.0,0
29.0,admin.,telephone,83.0,0
35.0,blue-collar,cellular,506.0,0
31.0,management,cellular,57.0,0
44.0,admin.,telephone,277.0,0
49.0,unemployed,cellular,68.0,0
42.0,management,cellular,568.0,0
56.0,admin.,telephone,34.0,0
45.0,unknown,telephone,164.0,0
49.0,technician,cellular,238.0,0
50.0,services,telephone,85.0,0
58.0,housemaid,telephone,162.0,0
54.0,technician,cellular,178.0,0
29.0,services,cellular,725.0,1
45.0,entrepreneur,cellular,567.0,0
22.0,management,cellular,179.0,0
33.0,admin.,cellular,272.0,1
46.0,technician,cellular,927.0,0
26.0,admin.,telephone,297.0,0
36.0,blue-collar,cellular,125.0,0
30.0,admin.,cellular,313.0,1
46.0,admin.,cellular,219.0,0
27.0,technician,telephone,522.0,0
31.0,technician,cellular,158.0,0
42.0,blue-collar,telephone,225.0,0
32.0,admin.,cellular,278.0,0
48.0,blue-collar,telephone,268.0,1
56.0,technician,cellular,86.0,0
45.0,technician,cellular,201.0,0
53.0,self-employed,cellular,464.0,0
47.0,blue-collar,cellular,27.0,0
34.0,blue-collar,telephone,71.0,0
36.0,admin.,cellular,744.0,0
39.0,unemployed,cellular,240.0,0
55.0,admin.,cellular,140.0,0
28.0,admin.,cellular,254.0,1
29.0,blue-collar,telephone,203.0,0
36.0,blue-collar,telephone,324.0,0
30.0,admin.,telephone,68.0,0
29.0,admin.,cellular,166.0,0
37.0,blue-collar,cellular,203.0,0
35.0,blue-collar,cellular,334.0,0
26.0,technician,telephone,8.0,0
58.0,retired,cellular,159.0,0
36.0,admin.,cellular,218.0,0
57.0,blue-collar,telephone,258.0,0
40.0,blue-collar,telephone,161.0,0
44.0,blue-collar,telephone,76.0,0
56.0,blue-collar,cellular,160.0,0
32.0,technician,cellular,56.0,0
34.0,blue-collar,cellular,406.0,0
50.0,blue-collar,telephone,123.0,0
48.0,admin.,cellular,340.0,0
42.0,admin.,cellular,94.0,0
44.0,self-employed,cellular,15.0,0
34.0,technician,cellular,544.0,1
23.0,admin.,cellular,13.0,0
31.0,admin.,telephone,68.0,0
36.0,admin.,telephone,155.0,0
48.0,management,cellular,301.0,0
33.0,blue-collar,cellular,139.0,0
40.0,self-employed,telephone,83.0,0
25.0,technician,cellular,71.0,0
27.0,services,cellular,384.0,0
50.0,blue-collar,cellular,60.0,0
34.0,admin.,cellular,461.0,1
54.0,technician,cellular,281.0,0
52.0,management,cellular,173.0,0
37.0,blue-collar,cellular,76.0,0
36.0,management,cellular,46.0,0
49.0,management,telephone,21.0,0
54.0,admin.,cellular,120.0,0
39.0,admin.,cellular,372.0,0
45.0,services,telephone,474.0,0
33.0,self-employed,telephone,155.0,0
39.0,blue-collar,cellular,129.0,0
37.0,unemployed,telephone,139.0,0
26.0,admin.,cellular,190.0,1
32.0,admin.,telephone,137.0,0
46.0,admin.,cellular,871.0,1
31.0,services,cellular,348.0,0
42.0,blue-collar,telephone,311.0,0
55.0,management,cellular,49.0,0
54.0,management,cellular,725.0,0
38.0,services,cellular,81.0,0
44.0,entrepreneur,cellular,241.0,0
35.0,services,cellular,150.0,0
43.0,admin.,telephone,319.0,0
60.0,technician,telephone,175.0,0
31.0,management,telephone,190.0,0
49.0,admin.,telephone,164.0,0
42.0,admin.,cellular,148.0,0
30.0,admin.,cellular,857.0,1
45.0,blue-collar,telephone,144.0,0
36.0,services,cellular,254.0,0
42.0,services,cellular,152.0,0
27.0,admin.,cellular,166.0,0
50.0,management,telephone,383.0,0
40.0,blue-collar,telephone,129.0,0
38.0,admin.,cellular,95.0,0
29.0,services,telephone,100.0,0
34.0,admin.,cellular,1503.0,1
57.0,retired,telephone,128.0,0
30.0,admin.,cellular,104.0,0
32.0,admin.,cellular,356.0,0
60.0,retired,telephone,278.0,0
29.0,entrepreneur,cellular,223.0,0
41.0,blue-collar,cellular,256.0,0
36.0,technician,cellular,101.0,0
34.0,blue-collar,cellular,85.0,0
50.0,blue-collar,cellular,247.0,0
27.0,student,telephone,471.0,0
47.0,admin.,cellular,38.0,0
32.0,admin.,cellular,128.0,0
38.0,admin.,telephone,802.0,0
24.0,housemaid,cellular,45.0,0
33.0,admin.,cellular,173.0,1
47.0,admin.,cellular,317.0,0
35.0,technician,cellular,124.0,0
30.0,admin.,cellular,157.0,0
32.0,services,telephone,213.0,0
28.0,admin.,cellular,80.0,0
32.0,technician,telephone,245.0,0
27.0,admin.,cellular,1117.0,0
43.0,management,cellular,73.0,0
38.0,blue-collar,telephone,350.0,0
33.0,technician,cellular,69.0,0
33.0,services,telephone,916.0,0
33.0,blue-collar,cellular,331.0,0
50.0,self-employed,telephone,139.0,0
48.0,admin.,cellular,92.0,0
35.0,admin.,cellular,201.0,0
29.0,technician,cellular,281.0,0
43.0,admin.,telephone,284.0,0
44.0,admin.,cellular,96.0,0
32.0,technician,cellular,219.0,0
32.0,student,cellular,151.0,0
47.0,blue-collar,telephone,170.0,0
51.0,services,telephone,329.0,0
33.0,admin.,cellular,740.0,1
37.0,self-employed,cellular,343.0,0
53.0,services,telephone,9.0,0
60.0,retired,cellular,59.0,0
55.0,management,cellular,122.0,0
78.0,retired,cellular,319.0,1
36.0,blue-collar,cellular,11.0,0
37.0,management,cellular,92.0,0
35.0,blue-collar,telephone,343.0,0
42.0,admin.,cellular,455.0,0
36.0,blue-collar,telephone,396.0,0
31.0,admin.,telephone,328.0,0
40.0,admin.,telephone,64.0,0
44.0,admin.,cellular,131.0,0
38.0,self-employed,cellular,86.0,0
33.0,blue-collar,telephone,141.0,0
41.0,blue-collar,cellular,663.0,1
40.0,unemployed,telephone,196.0,0
31.0,services,cellular,68.0,0
43.0,admin.,cellular,72.0,0
34.0,admin.,cellular,2299.0,1
24.0,self-employed,telephone,40.0,0
37.0,blue-collar,cellular,281.0,0
31.0,unemployed,cellular,186.0,0
32.0,technician,telephone,92.0,0
34.0,self-employed,cellular,78.0,0
41.0,entrepreneur,cellular,26.0,0
34.0,blue-collar,cellular,75.0,0
41.0,admin.,telephone,97.0,0
32.0,blue-collar,telephone,60.0,0
38.0,admin.,cellular,90.0,0
42.0,admin.,cellular,300.0,1
57.0,management,telephone,461.0,0
34.0,blue-collar,cellular,162.0,0
45.0,blue-collar,telephone,164.0,0
42.0,unemployed,telephone,87.0,0
31.0,technician,cellular,81.0,0
40.0,admin.,telephone,83.0,0
36.0,blue-collar,cellular,25.0,0
43.0,services,cellular,126.0,0
42.0,admin.,cellular,336.0,0
54.0,services,cellular,338.0,0
44.0,blue-collar,telephone,199.0,0
41.0,admin.,cellular,435.0,0
54.0,retired,telephone,174.0,0
47.0,services,cellular,394.0,0
68.0,technician,cellular,141.0,0
35.0,technician,cellular,712.0,0
25.0,admin.,telephone,48.0,0
48.0,blue-collar,cellular,425.0,0
37.0,blue-collar,cellular,166.0,0
48.0,blue-collar,cellular,597.0,0
29.0,blue-collar,cellular,427.0,0
59.0,services,cellular,169.0,0
32.0,technician,cellular,92.0,0
54.0,blue-collar,cellular,388.0,0
46.0,management,telephone,90.0,0
48.0,blue-collar,cellular,276.0,0
33.0,admin.,cellular,90.0,0
77.0,retired,cellular,155.0,0
35.0,admin.,telephone,291.0,0
29.0,admin.,telephone,849.0,0
31.0,management,cellular,181.0,0
32.0,unemployed,telephone,165.0,1
48.0,blue-collar,cellular,212.0,0
56.0,technician,telephone,143.0,0
28.0,services,telephone,689.0,0
29.0,student,telephone,232.0,0
39.0,admin.,telephone,189.0,0
33.0,technician,telephone,110.0,0
38.0,admin.,cellular,82.0,0
56.0,blue-collar,cellular,70.0,0
40.0,blue-collar,cellular,160.0,0
45.0,entrepreneur,telephone,39.0,0
37.0,entrepreneur,cellular,94.0,0
32.0,services,cellular,79.0,0
34.0,admin.,cellular,42.0,0
45.0,admin.,cellular,90.0,0
36.0,admin.,telephone,358.0,0
58.0,admin.,telephone,365.0,0
51.0,management,cellular,178.0,0
43.0,management,telephone,224.0,0
50.0,admin.,cellular,372.0,1
37.0,management,telephone,744.0,0
59.0,entrepreneur,telephone,184.0,0
42.0,unknown,cellular,366.0,1
28.0,services,telephone,71.0,0
34.0,technician,cellular,258.0,0
44.0,admin.,cellular,36.0,0
36.0,management,cellular,522.0,1
22.0,services,cellular,181.0,0
35.0,admin.,cellular,47.0,0
40.0,admin.,cellular,296.0,0
56.0,admin.,cellular,202.0,0
57.0,blue-collar,telephone,716.0,0
36.0,admin.,telephone,127.0,0
34.0,entrepreneur,telephone,76.0,0
40.0,admin.,cellular,381.0,0
26.0,housemaid,telephone,246.0,0
34.0,blue-collar,cellular,222.0,0
31.0,admin.,cellular,353.0,0
21.0,student,telephone,220.0,0
31.0,blue-collar,telephone,74.0,0
29.0,admin.,cellular,200.0,1
38.0,entrepreneur,cellular,189.0,0
35.0,unemployed,telephone,51.0,0
35.0,blue-collar,cellular,540.0,1
37.0,management,cellular,221.0,0
52.0,blue-collar,telephone,136.0,0
60.0,retired,telephone,618.0,0
46.0,blue-collar,cellular,254.0,0
30.0,blue-collar,telephone,301.0,0
47.0,management,cellular,117.0,0
38.0,technician,cellular,249.0,0
33.0,admin.,cellular,289.0,0
27.0,technician,telephone,109.0,0
48.0,blue-collar,telephone,361.0,0
35.0,blue-collar,cellular,49.0,0
33.0,admin.,telephone,109.0,0
31.0,technician,cellular,90.0,0
41.0,self-employed,cellular,218.0,0
32.0,entrepreneur,cellular,95.0,0
42.0,entrepreneur,cellular,578.0,0
32.0,admin.,cellular,359.0,0
33.0,blue-collar,cellular,146.0,0
25.0,services,cellular,509.0,1
53.0,blue-collar,telephone,897.0,1
25.0,technician,telephone,355.0,0
41.0,services,telephone,189.0,0
58.0,blue-collar,cellular,80.0,0
36.0,self-employed,cellular,507.0,0
85.0,retired,cellular,129.0,1
36.0,housemaid,telephone,85.0,0
35.0,entrepreneur,telephone,165.0,0
29.0,admin.,cellular,228.0,0
29.0,admin.,telephone,132.0,0
39.0,blue-collar,cellular,225.0,0
43.0,blue-collar,cellular,609.0,1
51.0,blue-collar,telephone,370.0,0
32.0,blue-collar,cellular,18.0,0
39.0,management,telephone,145.0,0
55.0,technician,telephone,214.0,0
33.0,admin.,cellular,190.0,0
29.0,blue-collar,telephone,166.0,0
39.0,technician,cellular,143.0,0
41.0,admin.,cellular,231.0,1
31.0,admin.,cellular,95.0,0
32.0,blue-collar,telephone,630.0,0
31.0,services,cellular,172.0,0
30.0,services,cellular,80.0,0
48.0,blue-collar,cellular,76.0,0
41.0,admin.,cellular,593.0,0
56.0,admin.,telephone,10.0,0
45.0,admin.,cellular,478.0,0
34.0,blue-collar,cellular,103.0,0
30.0,technician,cellular,368.0,1
58.0,management,cellular,88.0,0
29.0,technician,cellular,111.0,0
42.0,self-employed,telephone,59.0,0
49.0,blue-collar,cellular,66.0,0
29.0,services,telephone,133.0,0
40.0,technician,cellular,146.0,0
31.0,admin.,cellular,92.0,0
23.0,unemployed,telephone,7.0,0
32.0,admin.,cellular,221.0,0
41.0,blue-collar,telephone,43.0,0
36.0,unemployed,cellular,450.0,0
24.0,services,telephone,1307.0,0
48.0,entrepreneur,cellular,327.0,1
53.0,technician,telephone,144.0,0
31.0,technician,cellular,67.0,0
34.0,blue-collar,cellular,143.0,0
38.0,technician,cellular,415.0,1
38.0,management,cellular,208.0,0
52.0,housemaid,telephone,64.0,0
35.0,technician,telephone,554.0,0
43.0,management,cellular,818.0,0
28.0,admin.,telephone,108.0,0
51.0,admin.,cellular,519.0,1
41.0,admin.,cellular,319.0,1
31.0,services,cellular,318.0,0
24.0,blue-collar,cellular,160.0,0
44.0,admin.,telephone,378.0,0
33.0,technician,cellular,129.0,0
32.0,unknown,telephone,62.0,0
26.0,admin.,cellular,371.0,0
42.0,self-employed,telephone,493.0,0
48.0,admin.,cellular,141.0,1
51.0,services,cellular,507.0,0
42.0,admin.,telephone,91.0,0
34.0,blue-collar,telephone,93.0,0
32.0,admin.,cellular,293.0,0
35.0,blue-collar,cellular,77.0,0
31.0,admin.,telephone,151.0,0
25.0,blue-collar,cellular,95.0,0
43.0,blue-collar,telephone,249.0,0
43.0,admin.,cellular,127.0,0
46.0,admin.,telephone,176.0,0
33.0,self-employed,telephone,85.0,0
40.0,management,telephone,295.0,0
47.0,services,telephone,835.0,1
38.0,student,cellular,158.0,0
49.0,admin.,cellular,381.0,0
52.0,admin.,cellular,163.0,0
48.0,admin.,cellular,530.0,0
32.0,admin.,cellular,86.0,0
32.0,blue-collar,telephone,469.0,0
37.0,entrepreneur,cellular,346.0,0
41.0,admin.,cellular,88.0,0
34.0,admin.,cellular,241.0,0
53.0,technician,cellular,352.0,0
42.0,admin.,cellular,86.0,0
59.0,entrepreneur,cellular,82.0,0
27.0,admin.,cellular,81.0,0
30.0,entrepreneur,telephone,775.0,1
32.0,blue-collar,telephone,559.0,0
38.0,admin.,cellular,1532.0,1
40.0,blue-collar,cellular,1080.0,1
31.0,blue-collar,cellular,185.0,0
35.0,blue-collar,cellular,275.0,1
52.0,retired,cellular,155.0,1
44.0,blue-collar,telephone,390.0,0
34.0,admin.,cellular,104.0,0
32.0,admin.,cellular,103.0,0
39.0,technician,cellular,90.0,0
23.0,services,telephone,354.0,0
42.0,admin.,cellular,871.0,1
38.0,management,cellular,131.0,0
37.0,admin.,cellular,272.0,0
29.0,self-employed,cellular,376.0,0
51.0,unemployed,cellular,81.0,0
39.0,housemaid,telephone,227.0,0
48.0,admin.,cellular,54.0,0
30.0,services,telephone,421.0,0
32.0,admin.,cellular,102.0,0
28.0,blue-collar,telephone,237.0,0
59.0,management,telephone,437.0,0
37.0,blue-collar,cellular,216.0,0
47.0,blue-collar,cellular,77.0,0
47.0,services,cellular,528.0,1
32.0,services,cellular,168.0,0
42.0,housemaid,telephone,408.0,0
36.0,admin.,telephone,140.0,0
33.0,technician,telephone,136.0,0
32.0,admin.,telephone,73.0,0
74.0,retired,cellular,1452.0,1
24.0,student,cellular,530.0,0
30.0,student,cellular,205.0,0
27.0,admin.,cellular,194.0,0
39.0,technician,cellular,1028.0,0
29.0,technician,cellular,94.0,0
53.0,admin.,telephone,172.0,0
37.0,technician,cellular,393.0,0
58.0,retired,cellular,158.0,0
37.0,technician,cellular,520.0,0
38.0,technician,telephone,100.0,0
41.0,blue-collar,cellular,158.0,0
47.0,retired,cellular,315.0,0
37.0,blue-collar,telephone,168.0,0
55.0,self-employed,cellular,604.0,0
28.0,blue-collar,telephone,557.0,0
33.0,technician,cellular,668.0,0
36.0,services,telephone,140.0,0
31.0,student,cellular,350.0,1
26.0,unknown,cellular,212.0,0
57.0,admin.,cellular,194.0,0
56.0,housemaid,telephone,123.0,0
42.0,blue-collar,cellular,367.0,0
29.0,blue-collar,cellular,1223.0,0
57.0,technician,cellular,72.0,0
30.0,management,cellular,411.0,1
33.0,management,cellular,2420.0,1
39.0,blue-collar,cellular,158.0,0
40.0,management,cellular,96.0,0
39.0,blue-collar,telephone,56.0,0
46.0,management,cellular,89.0,0
48.0,blue-collar,telephone,163.0,0
45.0,blue-collar,cellular,44.0,0
37.0,blue-collar,cellular,943.0,1
30.0,technician,cellular,176.0,0
42.0,blue-collar,cellular,462.0,0
29.0,admin.,cellular,122.0,1
40.0,entrepreneur,cellular,273.0,0
39.0,housemaid,cellular,357.0,0
42.0,admin.,telephone,172.0,0
32.0,admin.,cellular,990.0,0
32.0,technician,cellular,140.0,0
33.0,admin.,cellular,235.0,1
38.0,management,telephone,284.0,0
64.0,retired,cellular,145.0,1
24.0,student,telephone,359.0,0
34.0,blue-collar,cellular,137.0,0
25.0,admin.,cellular,8.0,0
36.0,blue-collar,telephone,267.0,0
36.0,blue-collar,telephone,43.0,0
42.0,blue-collar,cellular,63.0,0
47.0,admin.,cellular,126.0,0
45.0,entrepreneur,telephone,126.0,0
32.0,technician,cellular,60.0,0
42.0,technician,telephone,46.0,0
55.0,retired,cellular,674.0,0
59.0,admin.,telephone,421.0,0
86.0,retired,cellular,186.0,0
39.0,admin.,cellular,37.0,0
56.0,retired,cellular,130.0,0
37.0,admin.,cellular,55.0,0
53.0,admin.,telephone,112.0,0
44.0,technician,cellular,168.0,0
55.0,retired,telephone,554.0,0
39.0,admin.,cellular,60.0,0
59.0,retired,cellular,163.0,0
54.0,services,telephone,270.0,0
60.0,housemaid,cellular,149.0,1
43.0,entrepreneur,telephone,116.0,0
49.0,technician,telephone,77.0,0
33.0,blue-collar,telephone,116.0,0
32.0,technician,cellular,192.0,0
38.0,technician,cellular,196.0,1
33.0,admin.,telephone,5.0,0
39.0,blue-collar,cellular,127.0,0
47.0,technician,cellular,87.0,0
40.0,admin.,telephone,61.0,0
34.0,blue-collar,cellular,218.0,0
38.0,unknown,cellular,79.0,0
27.0,services,cellular,698.0,0
32.0,blue-collar,telephone,195.0,0
27.0,management,cellular,77.0,0
48.0,services,cellular,132.0,0
31.0,admin.,cellular,101.0,0
42.0,blue-collar,cellular,219.0,0
34.0,admin.,cellular,170.0,0
50.0,admin.,telephone,122.0,0
25.0,services,telephone,130.0,0
27.0,admin.,telephone,682.0,1
36.0,admin.,cellular,78.0,0
35.0,housemaid,telephone,91.0,0
36.0,admin.,cellular,473.0,0
49.0,blue-collar,cellular,284.0,0
39.0,management,telephone,601.0,0
31.0,blue-collar,cellular,73.0,0
43.0,self-employed,cellular,137.0,0
32.0,technician,cellular,508.0,0
38.0,blue-collar,telephone,87.0,0
51.0,blue-collar,cellular,227.0,0
41.0,blue-collar,cellular,178.0,0
41.0,blue-collar,cellular,191.0,0
32.0,technician,telephone,27.0,0
42.0,technician,cellular,173.0,0
37.0,admin.,cellular,230.0,0
43.0,admin.,cellular,57.0,0
31.0,blue-collar,telephone,397.0,0
33.0,unemployed,telephone,11.0,0
42.0,admin.,telephone,145.0,0
60.0,unemployed,cellular,95.0,0
37.0,management,cellular,147.0,0
22.0,student,cellular,113.0,1
35.0,admin.,telephone,399.0,0
57.0,technician,cellular,433.0,0
37.0,admin.,cellular,64.0,0
35.0,blue-collar,telephone,305.0,0
31.0,technician,cellular,171.0,0
47.0,blue-collar,telephone,109.0,0
37.0,admin.,cellular,156.0,0
35.0,technician,cellular,819.0,1
46.0,blue-collar,cellular,11.0,0
43.0,management,cellular,42.0,0
29.0,student,cellular,86.0,0
44.0,services,cellular,226.0,0
26.0,management,cellular,201.0,0
30.0,admin.,telephone,718.0,1
56.0,management,cellular,124.0,0
33.0,blue-collar,telephone,155.0,0
45.0,admin.,cellular,59.0,0
26.0,blue-collar,telephone,326.0,0
39.0,services,telephone,480.0,0
28.0,management,telephone,466.0,0
30.0,admin.,cellular,64.0,0
71.0,retired,cellular,125.0,1
34.0,entrepreneur,cellular,77.0,0
44.0,blue-collar,telephone,113.0,0
39.0,admin.,cellular,125.0,0
33.0,admin.,cellular,305.0,0
53.0,management,cellular,186.0,0
37.0,housemaid,cellular,288.0,1
52.0,services,cellular,379.0,0
38.0,management,cellular,107.0,0
83.0,retired,cellular,321.0,0
45.0,services,cellular,230.0,0
60.0,unknown,telephone,211.0,0
46.0,technician,telephone,103.0,0
68.0,retired,cellular,110.0,0
33.0,admin.,cellular,255.0,0
48.0,admin.,telephone,217.0,0
29.0,technician,cellular,210.0,1
29.0,blue-collar,cellular,102.0,0
47.0,retired,cellular,97.0,0
55.0,entrepreneur,cellular,48.0,0
24.0,technician,cellular,332.0,0
31.0,technician,cellular,129.0,0
30.0,management,telephone,27.0,0
34.0,admin.,cellular,195.0,1
48.0,technician,cellular,288.0,0
51.0,blue-collar,cellular,578.0,0
49.0,blue-collar,cellular,347.0,0
41.0,technician,cellular,239.0,0
73.0,retired,cellular,160.0,1
48.0,blue-collar,cellular,240.0,0
40.0,blue-collar,cellular,207.0,0
50.0,services,cellular,95.0,0
36.0,blue-collar,telephone,522.0,0
30.0,management,cellular,228.0,0
54.0,blue-collar,cellular,94.0,0
27.0,blue-collar,cellular,65.0,0
31.0,admin.,telephone,784.0,0
35.0,blue-collar,telephone,281.0,0
45.0,housemaid,telephone,210.0,0
44.0,admin.,cellular,105.0,0
31.0,admin.,cellular,106.0,0
30.0,self-employed,cellular,104.0,0
50.0,self-employed,cellular,93.0,0
33.0,entrepreneur,cellular,373.0,1
31.0,admin.,cellular,134.0,0
31.0,admin.,cellular,150.0,0
37.0,admin.,cellular,150.0,0
66.0,retired,cellular,328.0,0
48.0,blue-collar,cellular,429.0,0
32.0,blue-collar,cellular,135.0,0
66.0,housemaid,cellular,201.0,1
38.0,self-employed,cellular,119.0,0
36.0,technician,telephone,49.0,0
44.0,blue-collar,telephone,113.0,0
30.0,admin.,telephone,299.0,0
28.0,self-employed,cellular,64.0,0
40.0,blue-collar,cellular,674.0,0
31.0,technician,cellular,217.0,0
38.0,unemployed,telephone,947.0,1
56.0,admin.,telephone,213.0,0
31.0,blue-collar,cellular,7.0,0
47.0,admin.,cellular,911.0,1
42.0,housemaid,telephone,322.0,0
52.0,admin.,cellular,414.0,0
34.0,blue-collar,cellular,127.0,0
41.0,unknown,telephone,369.0,0
35.0,unemployed,cellular,57.0,0
28.0,admin.,cellular,280.0,0
45.0,unknown,cellular,234.0,0
34.0,technician,cellular,197.0,0
42.0,admin.,telephone,579.0,0
31.0,management,telephone,161.0,0
28.0,entrepreneur,telephone,143.0,0
34.0,technician,cellular,116.0,0
43.0,unemployed,cellular,187.0,0
34.0,admin.,telephone,676.0,1
49.0,technician,cellular,183.0,0
24.0,student,cellular,20.0,0
52.0,admin.,cellular,422.0,0
52.0,blue-collar,telephone,134.0,0
41.0,blue-collar,telephone,245.0,0
30.0,blue-collar,cellular,428.0,0
50.0,technician,cellular,87.0,0
46.0,housemaid,telephone,68.0,0
36.0,admin.,telephone,99.0,0
25.0,blue-collar,telephone,82.0,0
56.0,management,cellular,673.0,0
33.0,technician,cellular,176.0,0
26.0,technician,telephone,447.0,0
50.0,admin.,cellular,204.0,0
31.0,blue-collar,telephone,90.0,0
43.0,services,cellular,466.0,0
44.0,services,cellular,779.0,0
53.0,retired,cellular,99.0,0
38.0,services,cellular,140.0,0
44.0,technician,cellular,292.0,0
38.0,management,cellular,143.0,0
44.0,blue-collar,cellular,52.0,0
54.0,retired,telephone,139.0,0
33.0,admin.,cellular,332.0,0
55.0,services,telephone,315.0,0
30.0,technician,cellular,95.0,0
55.0,retired,cellular,37.0,0
46.0,management,telephone,201.0,0
31.0,technician,cellular,301.0,0
37.0,admin.,telephone,851.0,0
54.0,management,telephone,288.0,0
